,NormMSE,1-PCC,split,subgroup,Method
CEBPE+SPI1,0.02174857258796692,0.0062273102812469006,5,seen2,GEARS
CNN1+MAPK1,0.26010826230049133,0.11132683511823416,5,seen2,GEARS
DUSP9+IGDCC3,0.10554300248622894,0.022588632069528103,5,seen2,GEARS
DUSP9+MAPK1,0.436895489692688,0.10820007417351007,5,seen2,GEARS
FOSB+OSR2,0.23010356724262238,0.07396047093789093,5,seen2,GEARS
FOXA1+FOXF1,0.20797064900398254,0.08008943020831794,5,seen2,GEARS
IRF1+SET,0.65927654504776,0.19115093632717617,5,seen2,GEARS
MAPK1+PRTG,0.7847802639007568,0.3592969330493361,5,seen2,GEARS
POU3F2+FOXL2,0.1138429045677185,0.0506446331855841,5,seen2,GEARS
PRDM1+CBFA2T3,0.2161751240491867,0.06493873754516244,5,seen2,GEARS
SGK1+S1PR2,0.36786192655563354,0.09583525010384619,5,seen2,GEARS
UBASH3B+CNN1,0.4395192265510559,0.06479528115596622,5,seen2,GEARS
UBASH3B+OSR2,0.8741298317909241,0.6107737933052704,5,seen2,GEARS
ZBTB10+PTPN12,0.3004600405693054,0.06498113503403147,5,seen2,GEARS
ZC3HAV1+HOXC13,0.2850647568702698,0.1533058091881685,5,seen2,GEARS
ZNF318+FOXL2,0.21914437413215637,0.11654500060831197,5,seen2,GEARS
